,선명,역명,도로명주소,latlon,name
1103,수인분당,망포,경기도 수원시 영통구 덕영대로 지하 1520,"(37.2456841497125, 127.057336156052)",수인분당 망포
1104,수인분당,매교,경기도 수원시 팔달구 효원로 126,"(37.2655004781391, 127.015737211583)",수인분당 매교
1105,수인분당,매탄권선,경기도 수원시 영통구 권선로 841,"(37.2525376014138, 127.040759754726)",수인분당 매탄권선
1106,수인분당,모란,경기도 성남시 중원구 성남대로 지하 1147  ,"(37.4321852954985, 127.129033977612)",수인분당 모란
1107,수인분당,미금(분당서울대병원),경기도 성남시 분당구 성남대로 156,"(37.3500951835995, 127.108932846326)",수인분당 미금(분당서울대병원)
1108,수인분당,보정,경기도 용인시 기흥구 용구대로 2560,"(37.3128675342649, 127.10844637426)",수인분당 보정
1109,수인분당,복정(동서울대학),서울특별시 송파구 송파대로 6,"(37.4710560005054, 127.126771228018)",수인분당 복정(동서울대학)
1110,수인분당,사리,경기도 안산시 상록구 충장로 103,"(37.2908856912992, 126.857182474188)",수인분당 사리
1111,수인분당,상갈(루터대학교),경기도 용인시 기흥구 금화로 40,"(37.2618298132945, 127.108877632339)",수인분당 상갈(루터대학교)
1112,수인분당,서울숲,서울특별시 성동구 왕십리로 77,"(37.5436182408959, 127.044706934942)",수인분당 서울숲
1113,수인분당,서현,경기도 성남시 분당구 성남대로 지하601,"(37.3850142562829, 127.123430800216)",수인분당 서현
1114,수인분당,선릉,서울특별시 강남구 테헤란로 지하340,"(37.5045028775835, 127.048942471228)",수인분당 선릉
1115,수인분당,선정릉(한국과학창의재단),서울시 강남구 선릉로 지하580(삼성동 111-114),"(37.5108538860091, 127.043641042222)",수인분당 선정릉(한국과학창의재단)
1116,수인분당,소래포구,인천시 남동구 소래역로 51번길,"(37.4009287634109, 126.733519454146)",수인분당 소래포구
1117,수인분당,송도,인천광역시 연수구 비류대로 175 송도역,"(37.429936352757, 126.654627246887)",수인분당 송도
1118,수인분당,수내(한국잡월드),경기도 성남시 분당구 성남대로 지하491,"(37.3784524525527, 127.114295370128)",수인분당 수내(한국잡월드)
1119,수인분당,수서,서울특별시 강남구 광평로 지하270 지하1층(수서동),"(37.4873889933503, 127.101859191018)",수인분당 수서
1120,수인분당,수원시청(경기도문화의전당),경기도 수원시 권선구 효원로 270,"(37.2618436720598, 127.031256454587)",수인분당 수원시청(경기도문화의전당)
1121,수인분당,숭의(인하대병원),인천시 미추홀구 인주대로 지하 6,"(37.4603808978026, 126.63875878501)",수인분당 숭의(인하대병원)
1122,수인분당,신갈,경기도 용인시 기흥구 기흥로 136  ,"(37.286222191892, 127.111247645105)",수인분당 신갈
1123,수인분당,신길온천,경기도 안산시 단원구 황고개로 2 ,"(37.3375787569365, 126.767149151692)",수인분당 신길온천
1124,수인분당,신포,인천시 중구 우현로 지하 3 (사동),"(37.4683706477088, 126.624560557145)",수인분당 신포
1125,수인분당,안산,경기도 안산시 단원구 중앙대로 462,"(37.3279773719144, 126.787289454372)",수인분당 안산
1126,수인분당,압구정로데오,서울시 강남구 압구정로 지하 402,"(37.5272937126775, 127.040512934835)",수인분당 압구정로데오
1127,수인분당,야목,경기도 화성시 매송면 본오매송로 286,"(37.2611984735928, 126.88411915315)",수인분당 야목
1128,수인분당,야탑,경기도 성남시 분당구 성남대로 지하 903,"(37.411051183903, 127.12872651224)",수인분당 야탑
1129,수인분당,어천,경기도 화성시 매송면 어천역길 8(어천리),"(37.2501194651188, 126.908785661434)",수인분당 어천
1130,수인분당,연수,인천시 연수구 벚꽃로 115,"(37.4178036012082, 126.678963980409)",수인분당 연수
1131,수인분당,영통(경희대),경기도 수원시 영통구 봉영로 1560,"(37.2514466747718, 127.071296921866)",수인분당 영통(경희대)
1132,수인분당,오리,경기도 성남시 분당구 성남대로 55,"(37.3399767000124, 127.108947909824)",수인분당 오리
1133,수인분당,오목천,경기도 수원시 권선구 삼천병마로 지하1570,"(37.2433708193918, 126.963947123606)",수인분당 오목천
1134,수인분당,오이도,경기도 시흥시 역전로 430,"(37.3619270024133, 126.738463594077)",수인분당 오이도
1135,수인분당,월곶,경기도 시흥시 월곶중앙로 14번길 56,"(37.3918135876495, 126.742708150113)",수인분당 월곶
1136,수인분당,이매(성남아트센터),경기도 성남시 분당구 성남대로 지하738(이매동),"(37.3956853431968, 127.12824815972)",수인분당 이매(성남아트센터)
1137,수인분당,인천,인천광역시 중구 제물량로 269,"(37.4765938446837, 126.617089760956)",수인분당 인천
1138,수인분당,인천논현,인천광역시 남동구 청능대로 567,"(37.4006702911636, 126.722563735787)",수인분당 인천논현
1139,수인분당,인하대,인천시 미추홀구 독배로 313,"(37.4482284563797, 126.649653068211)",수인분당 인하대
1140,수인분당,정왕,경기도 시흥시 마유로418번길 15,"(37.3517739382788, 126.743009420685)",수인분당 정왕
1141,수인분당,정자,경기도 성남시 분당구 성남대로 333,"(37.3661836450479, 127.10806292752)",수인분당 정자
1142,수인분당,죽전(단국대),경기도 용인시 수지구 포은대로 530,"(37.3248589967477, 127.107392767338)",수인분당 죽전(단국대)
1143,수인분당,중앙,경기도 안산시 단원구 중앙대로 918,"(37.3160120851693, 126.838496502051)",수인분당 중앙
1144,수인분당,청량리,서울특별시 동대문구 왕산로 214,"(37.5841961381161, 127.05114707633)",수인분당 청량리
1145,수인분당,청명,수원시 영통구 봉영로  1670,"(37.2595060450476, 127.078981816646)",수인분당 청명
1146,수인분당,초지,경기도 안산시 단원구 중앙대로 620,"(37.3206930878552, 126.805905689102)",수인분당 초지
1147,수인분당,태평,경기도 성남시 수정구 성남대로 1229,"(37.4398906358669, 127.127671669567)",수인분당 태평
1148,수인분당,한대앞,경기도 안산시 상록구 충장로 337,"(37.310138887688, 126.853604115068)",수인분당 한대앞
1149,수인분당,한티,서울특별시 강남구 선릉로 228 지하1층,"(37.4962424687085, 127.052882352599)",수인분당 한티
1150,수인분당,호구포,인천광역시 남동구 호구포로 205,"(37.4016559405807, 126.708639070703)",수인분당 호구포
1151,경춘,가평(자라섬·남이섬),경기도 가평군 가평읍 문화로 13-42,"(37.8142501843797, 127.511017051625)",경춘 가평(자라섬·남이섬)
1152,경춘,갈매,구리시 경춘북로 229,"(37.6339772561856, 127.114708032421)",경춘 갈매
1153,경춘,강촌,강원도 춘천시 남산면 강촌로 150,"(37.8058752673743, 127.634294485808)",경춘 강촌
1154,경춘,광운대,서울특별시 노원구 석계로 98-2,"(37.6230335564713, 127.06176348127)",경춘 광운대
1155,경춘,굴봉산(제이드가든),강원도 춘천시 남산면 서백길 192,"(37.8320717143359, 127.557478763545)",경춘 굴봉산(제이드가든)
1156,경춘,금곡,경기도 남양주시 금곡로19번길 47(금곡동),"(37.6374291258618, 127.207936199566)",경춘 금곡
1157,경춘,김유정,강원도 춘천시 신동면 김유정로 1435,"(37.8196326078799, 127.716616948432)",경춘 김유정
1158,경춘,남춘천(강원대), 춘천시 영서로 2260,"(37.864040924358, 127.723921401627)",경춘 남춘천(강원대)
1159,경춘,대성리,경기도 가평군 청평면 경춘로88,"(37.6840857391866, 127.379235925376)",경춘 대성리
1160,경춘,마석,경기도 남양주시 화도읍 마석중앙로 107,"(37.6523558892506, 127.311850178148)",경춘 마석
1161,경춘,망우,서울특별시 중랑구 망우로 55길 11-10,"(37.5992876153903, 127.092756577852)",경춘 망우
1162,경춘,백양리(엘리시안강촌),강원도 춘천시 남산면 북한강변길 690,"(37.8306907678022, 127.58968222334)",경춘 백양리(엘리시안강촌)
1163,경춘,별내(삼육대학교),경기도 남양주시 경춘북로 375(별내동 182-5),"(37.6423443533034, 127.127425218907)",경춘 별내(삼육대학교)
1164,경춘,사릉,경기도 남양주시 진건우회로63 사릉역,"(37.6515252056783, 127.17693293409)",경춘 사릉
1165,경춘,상봉,서울특별시 중랑구 망우로 297,"(37.5967093285386, 127.085741817289)",경춘 상봉
1166,경춘,상천(호명호수),경기도 가평군 청평면 상천역로29,"(37.7701212332923, 127.454481962908)",경춘 상천(호명호수)
1167,경춘,신내,서울특별시 중랑구 신내역로 20,"(37.6127905258724, 127.103222049319)",경춘 신내
1168,경춘,중랑,서울특별시 중랑구 중랑역로 9,"(37.5948240960274, 127.075728956656)",경춘 중랑
1169,경춘,천마산,경기도 남양주시 화도읍 묵현로 25번길 37(묵현리),"(37.6590203182549, 127.285751294113)",경춘 천마산
1170,경춘,청량리,서울특별시 동대문구 왕산로 214,"(37.5841961381161, 127.05114707633)",경춘 청량리
1171,경춘,청평,경기도 가평군 청평면 청평리 청평역로 97-33,"(37.7355360346828, 127.426649292956)",경춘 청평
1172,경춘,춘천(한림대),강원도 춘천시 공지로 591,"(37.8846833328824, 127.716986362084)",경춘 춘천(한림대)
1173,경춘,퇴계원,경기도 남양주시 퇴계원면 경춘북로 545,"(37.6482373139625, 127.144404953155)",경춘 퇴계원
1174,경춘,평내호평,경기도 남양주시 경춘로 1375(평내동),"(37.6532330134255, 127.244434272129)",경춘 평내호평
1175,경춘,회기,서울특별시 동대문구 회기로 196,"(37.5897442387671, 127.058035421223)",경춘 회기
1176,경의중앙,가좌,서울시 서대문구 수색로 27,"(37.5688870324193, 126.915149791265)",경의중앙 가좌
1177,경의중앙,강매,"경기도 고양시 덕양구 소원로202 (행신동,강매역사)","(37.6124902653909, 126.845354850334)",경의중앙 강매
1178,경의중앙,곡산,경기도 고양시 일산동구 경의로 160,"(37.6455215922844, 126.801703048195)",경의중앙 곡산
1179,경의중앙,공덕,서울특별시 마포구 마포대로 92  ,"(37.5428436189268, 126.95133595616)",경의중앙 공덕
1180,경의중앙,구리,경기도 구리시 건원대로 34번길 32-29,"(37.603333764096, 127.143610890921)",경의중앙 구리
1181,경의중앙,국수,경기도 양평군 양서면 국수역길 45,"(37.5159971877418, 127.399469211218)",경의중앙 국수
1182,경의중앙,금릉,경기도 파주시 금릉역로 85,"(37.7522266074194, 126.765044092685)",경의중앙 금릉
1183,경의중앙,금촌,경기도 파주시 새꽃로 193번지,"(37.7655567434097, 126.773936400512)",경의중앙 금촌
1184,경의중앙,능곡,경기도 고양시 덕양구 토당로 35,"(37.6189344509008, 126.820864666736)",경의중앙 능곡
1185,경의중앙,덕소,경기도 남양주시 와부읍 덕소로 56,"(37.5868975781597, 127.208819520604)",경의중앙 덕소
1186,경의중앙,도농,경기도 남양주시 경춘로 433  ,"(37.6088256177708, 127.161152955692)",경의중앙 도농
1187,경의중앙,도라산,경기도 파주시 장단면 희망로 307(노상리),"(37.8988518411828, 126.709629531242)",경의중앙 도라산
1188,경의중앙,디지털미디어시티,서울특별시 은평구 수색로 193,"(37.577876499679, 126.900250572829)",경의중앙 디지털미디어시티
1189,경의중앙,망우,서울특별시 중랑구 망우로 55길 11-10,"(37.5992876153903, 127.092756577852)",경의중앙 망우
1190,경의중앙,문산,경기도 파주시 문산읍 문산역로 94,"(37.854588695275, 126.787595361922)",경의중앙 문산
1191,경의중앙,백마,고양시 일산동구 경의로 318,"(37.6583237579557, 126.794456622803)",경의중앙 백마
1192,경의중앙,상봉,서울시 중랑구 망우로 297,"(37.5967093285386, 127.085741817289)",경의중앙 상봉
1193,경의중앙,서강대,서울특별시 마포구 서강로 118(지하),"(37.5527051004675, 126.934808313154)",경의중앙 서강대
1194,경의중앙,서빙고,서울특별시 용산구 서빙고로 238,"(37.5199555398566, 126.990048630943)",경의중앙 서빙고
1195,경의중앙,서울역,서울시 중구 통일로 1,"(37.5560581817344, 126.972115894161)",경의중앙 서울역
1196,경의중앙,수색,서울특별시 은평구 수색로 261-1  ,"(37.5808147253405, 126.895659201671)",경의중앙 수색
1197,경의중앙,신원,경기도 양평군 양서면 신원역길7,"(37.5255268216026, 127.373060409176)",경의중앙 신원
1198,경의중앙,신촌,서울특별시 서대문구 신촌역로 30,"(37.5598241279561, 126.942386979371)",경의중앙 신촌
1199,경의중앙,아신(아세아연합신학대),경기도 양평군 옥천면 아신역1길 23,"(37.5136938387664, 127.443105656936)",경의중앙 아신(아세아연합신학대)
1200,경의중앙,양수,경기도 양평군 양서면 목왕로 55-10,"(37.5457522473669, 127.328842901585)",경의중앙 양수
1201,경의중앙,양원(서울시북부병원),서울시 중랑구 송림길 147,"(37.606554361502, 127.107921489043)",경의중앙 양원(서울시북부병원)
1202,경의중앙,양정,경기도 남양주시 경강로 237  ,"(37.6040110360008, 127.194607323013)",경의중앙 양정
1203,경의중앙,양평,경기도 양평군 양평읍 역전길 30,"(37.4930040259303, 127.491768788861)",경의중앙 양평
1204,경의중앙,오빈,경기도 양평군 양평읍 덕바위길 58,"(37.5059244203106, 127.473532751774)",경의중앙 오빈
1205,경의중앙,옥수,서울특별시 성동구 동호로21,"(37.5409877747326, 127.018965435917)",경의중앙 옥수
1206,경의중앙,왕십리,서울특별시 성동구 왕십리광장로 17,"(37.5614417528647, 127.038394194396)",경의중앙 왕십리
1207,경의중앙,용문,경기도 양평군 용문면 용문역길 21,"(37.4824501184991, 127.594500851742)",경의중앙 용문
1208,경의중앙,용산,서울특별시 용산구 한강대로 23길 55,"(37.5297718014452, 126.964741503485)",경의중앙 용산
1209,경의중앙,운길산,경기도 남양주시 조안면 운길산로 20,"(37.5548032008651, 127.309850206074)",경의중앙 운길산
1210,경의중앙,운정,경기도 파주시 운정역길 368,"(37.7254220154625, 126.766908191096)",경의중앙 운정
1211,경의중앙,원덕(추읍산),경기도 양평군 양평읍 원덕흑천길 138,"(37.4684651265171, 127.547064379874)",경의중앙 원덕(추읍산)
1212,경의중앙,월롱(서영대학교),경기도 파주시 월롱면 통일로 980,"(37.7961431510064, 126.792204696676)",경의중앙 월롱(서영대학교)
1213,경의중앙,이촌,서울특별시 용산구 이촌로71길 42,"(37.5222293914391, 126.973595696064)",경의중앙 이촌
1214,경의중앙,일산,경기도 고양시 일산서구 경의로 672  ,"(37.6821407179955, 126.769478094594)",경의중앙 일산
1215,경의중앙,임진강,경기도 파주시 문산읍 임진각로 115번길,"(37.8885657915464, 126.746995041436)",경의중앙 임진강
1216,경의중앙,중랑,서울특별시 중랑구 중랑역로3길 28  ,"(37.5950189743222, 127.074891341427)",경의중앙 중랑
1217,경의중앙,지평,경기도 양평군 지평면 지평역길32,"(37.4763755008819, 127.630041823792)",경의중앙 지평
1218,경의중앙,청량리,서울특별시 동대문구 왕산로 214 청량리역,"(37.5841961381161, 127.05114707633)",경의중앙 청량리
1219,경의중앙,탄현,경기도 고양시 일산서구 경의로 856,"(37.6939232739143, 126.761038902542)",경의중앙 탄현
1220,경의중앙,파주(두원대학),경기도 파주시 파주읍 주라위길 38,"(37.8151635252393, 126.792604079404)",경의중앙 파주(두원대학)
1221,경의중앙,팔당,경기도 남양주시 와부읍 팔당로 107,"(37.546890022725, 127.243831432648)",경의중앙 팔당
1222,경의중앙,풍산,경기도 고양시 일산동구 경의로 486,"(37.6723127365476, 126.786451209886)",경의중앙 풍산
1223,경의중앙,한남,서울특별시 용산구 독서당로6길 12-13,"(37.5291881521046, 127.008249820572)",경의중앙 한남
1224,경의중앙,행신,경기도 고양시 덕양구 소원로 102,"(37.6121307475096, 126.834189041595)",경의중앙 행신
1225,경의중앙,홍대입구,서울특별시 마포구 양화로 지하188,"(37.5574452272604, 126.926778735002)",경의중앙 홍대입구
1226,경의중앙,화전(한국항공대),경기도 고양시 덕양구 화랑로 53,"(37.6033139647057, 126.868385382583)",경의중앙 화전(한국항공대)
1227,경의중앙,회기,서울특별시 동대문구 회기로 196,"(37.5897442387671, 127.058035421223)",경의중앙 회기
1228,경강,경기광주,경기도 광주시 광주역로 10(역동),"(37.3989035705428, 127.253267286176)",경강 경기광주
1229,경강,곤지암,경기도 광주시 곤지암천로 333,"(37.3505527470996, 127.346172963513)",경강 곤지암
1230,경강,부발,경기도 이천시 부발읍 신아로 87,"(37.2598547047189, 127.490363784678)",경강 부발
1231,경강,삼동,경기도 광주시 순암로 451,"(37.4086317062163, 127.203328416895)",경강 삼동
1232,경강,세종대왕릉,경기도 여주시 능서면 양화로 877,"(37.2939375637031, 127.570727128078)",경강 세종대왕릉
1233,경강,신둔도예촌,경기도 이천시 신둔면 남정로 55,"(37.3155669010162, 127.405242869086)",경강 신둔도예촌
1234,경강,여주,경기도 여주시 교동로 80(교동 403-1),"(37.2824737567131, 127.628678411071)",경강 여주
1235,경강,이매,경기도 성남시 분당구 성남대로 738,"(37.3956853431968, 127.12824815972)",경강 이매
1236,경강,이천,경기도 이천시 이섭대천로 1063,"(37.2645759954677, 127.442360451221)",경강 이천
1237,경강,초월,경기도 광주시 초월읍 경충대로 1066,"(37.3733548531211, 127.299991606989)",경강 초월
1238,경강,판교(판교테크노밸리),경기도 성남시 분당구 판교역로 160,"(37.3947948422615, 127.110989722725)",경강 판교(판교테크노밸리)
1239,동해,개운포,울산광역시 남구 산업로 133,"(35.5076156322014, 129.320952440028)",동해 개운포
1240,동해,거제(법원·검찰청),부산광역시 연제구 법원남로9번길 17,"(35.1895110545428, 129.074289798203)",동해 거제(법원·검찰청)
1241,동해,거제해맞이,부산광역시 연제구 거제대로 123,"(35.1811704174524, 129.068996371984)",동해 거제해맞이
1242,동해,교대,부산광역시 연제구 중앙대로 1196,"(35.1937054345333, 129.079476548959)",동해 교대
1243,동해,기장,부산광역시 기장군 기장읍 차성로288번길 86,"(35.243815709882, 129.218740173832)",동해 기장
1244,동해,남창,울산광역시 울주군 온양읍 남창리 42-36,"(35.4185132790352, 129.282552192062)",동해 남창
1245,동해,덕하,울산광역시 울주군 청량읍 덕하로 229,"(35.493751556952, 129.303549815497)",동해 덕하
1246,동해,동래,부산광역시 동래구 낙민로 27,"(35.1973205059373, 129.091141148215)",동해 동래
1247,동해,망양,울산광역시 울주군 온양읍 망양리 484-1,"(35.4568340815661, 129.287859425669)",동해 망양
1248,동해,벡스코,부산광역시 해운대구 해운대로 351,"(35.1715544460081, 129.136096935843)",동해 벡스코
1249,동해,부산원동,부산광역시 동래구 안락동52-2,"(35.1938076703922, 129.11346133472)",동해 부산원동
1250,동해,부전,부산광역시 부산진구 부전로 181,"(35.1640421327974, 129.060506292678)",동해 부전
1251,동해,서생,울산광역시 울주군 서생면 화산발리로 1,"(35.3461267934052, 129.293302611307)",동해 서생
1252,동해,센텀,부산광역시 해운대구 해운대로 210,"(35.1794517547326, 129.124592580199)",동해 센텀
1253,동해,송정,부산광역시 해운대구 해운대로 1147,"(35.1875566162327, 129.202435814106)",동해 송정
1254,동해,신해운대,부산광역시 해운대구 장산로 427,"(35.1816969257961, 129.177032353897)",동해 신해운대
1255,동해,안락,부산광역시 동래구 안연로98번길 57,"(35.1960206246922, 129.100549414816)",동해 안락
1256,동해,오시리아,부산광역시 기장군 기장읍 동부산관광5로 14,"(35.1962172977472, 129.208261122077)",동해 오시리아
1257,동해,월내,부산광역시 기장군 장안읍 해맞이로 351-31,"(35.3279031956242, 129.276513273439)",동해 월내
1258,동해,일광,부산광역시 기장군 일광읍 일광로 111-10,"(35.2674453139922, 129.233116919565)",동해 일광
1259,동해,재송,부산광역시 해운대구 해운대로 100,"(35.1882250168273, 129.120431001987)",동해 재송
1260,동해,좌천,부산광역시 기장군 장안읍 좌천리 239-4,"(35.3117885630404, 129.245153674671)",동해 좌천
1261,동해,태화강,울산광역시 남구 산업로 654,"(35.5383548270265, 129.353666998283)",동해 태화강
